Date,[Author Year] {Qubit},DOI,Published?,Measured Lab,Notes,EJ (hGHz),EC (hGHz),EL (hGHz),fr (GHz),kappa/2pi (MHz),g/2pi (hMHz),Coherence Loc?,chi01 (hMHz),T1 (us),T2R (us),T2E (us),Fid_ro,Grounded/Floating,n_crit,n_ro,t_ro (us),Quantum Amplifier,Drive Lines,Bandaging,Cavity Type,Flux Noise Amplitude (uPhi0),Cap. Pad Material,Qubit Image,Measured Area/Perim Image,Loop area (um^2),Loop Perimeter (um),Measured JJ Area,JJ in Array area (um^2),n_JJ_in_Array,Special Name,Substrate,Superinductance,# Other Qb,Jc (uA/um^2),tan(deltaC) (x10^6)
2024/11/04,[Mencia 2024] A,10.1103/PRXQuantum.5.040318,Published,UMD,"Coherence is measured at 0 flux ",4.12,1.64,0.18,,,,0-flux,,109,38,175,,floating,,,,None,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_103137.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180832.png,841,183,,,,Integer Fluxonium,Si,Dolan JJ Array,Zero,,
2024/11/04,[Lin 2024] A,10.48550/arXiv.2407.15783,Published,UMD,,5.59,0.98,0.76,7.475,9,,half-flux,3,260,100,200,,floating,,,,JTWPA,"charge drive, global flux",None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_121528.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_212242%201.png,521,183,,,,,Sapphire,Dolan JJ Array,One,,
2024/10/16,[Ardati 2024] B,10.1103/PhysRevX.14.041014,Published,Grenoble Alpes,0-flux coherence times,5.76,1.62,0.162,6.89,5.4,-210,0-flux,6.9,87.6,,45.7,,floating,,,,TWPA,"charge drive, global flux",None,2D,3,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_111328.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_212153.png,3900,285,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_160717.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_162830.png",0.58,524,,Si,Dolan JJ Array,Zero,,
2024/10/16,[Ardati 2024] A,10.1103/PhysRevX.14.041014,Published,Grenoble Alpes,"JJ area is really small from image of the JJ chain, likely the wrong scale bar. Calibrating using the small JJ, we can get instead that the area is 0.58 um^2.",6.01,1.59,0.165,6.908,6.5,180,half-flux,6.8,182,,88,,floating,,,,TWPA,"charge drive, global flux",None,2D,2,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_111328.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_212153.png,3900,285,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_160717.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_162830.png",0.58,524,,Si,Dolan JJ Array,Zero,,
2024/10/09,[Atanasova 2024],10.48550/arXiv.2409.07612,arXiv,AAS,Not clear if antenna or 3d cavity for readout. Seems like two harmonic modes. Two reported sets of qubit parameters in Table 1 vs Appendix C. T1 is estimated from Fig. 4 at half flux,10.8,3.5,1.014,6.8176,0.922,25.2,half-flux,,15,,,,floating,,,,DJJAA,global flux,None,Antenna,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_110118.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_212055.png,6756,379,,,,,Sapphire,GrAl,Zero,,
2024/10/05,[Strickland 2024] B,10.48550/arXiv.2406.09002,arXiv,NYU,"voltage-tunable Ej. Reported Ej is where coherence was measured. ",6.5,0.15,4.97,,,,half-flux (tunable Ej),,0.09,0.07,,,floating,,,,TWPA,global flux,,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_104941.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211942.png,9245,700,,,400,Gatemonium,Fe-doped InP,Al/InAs/Al,Zero,,
2024/10/05,[Strickland 2024] A,10.48550/arXiv.2406.09002,arXiv,NYU,voltage-tunable Ej,,0.8,2.8,7.4,1.8,150,half-flux (tunable Ej),,,,,,floating,,,,TWPA,global flux,,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_104941.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211942.png,9245,700,,,600,Gatemonium,Fe-doped InP,Al/InAs/Al,Zero,,
2024/10/01,[Paluch 2024],10.48550/arXiv.2410.01053,arXiv,KIT,"Coherence times converted from decay rates in Fig 2. Model in 1c looks like antenna readout, but not clear.",16.6,3.38,0.929,7.458,4.1,,half-flux,-2.7,2.1,2.99,3.91,,grounded,,,,None,global flux,,Antenna,,,,,,,,,,,,,Zero,,
2024/10/01,[Schirk 2024],10.48550/arXiv.2410.00495,arXiv,TUM,Additional charge drive line is not shown in the image,1.69,0.68,1.07,6.9,1.2,,half-flux,2.65,168,75,223,,floating,,,,None,"charge drive, on-chip flux",,2D,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_104219.png,,,,,,,,Si,Dolan JJ Array,Zero,,
2024/09/18,[Rower 2025],10.48550/arXiv.2409.12303,arXiv,MIT,Same as A2 from [Ding 2023],5.71,1.3,0.59,,,,half-flux,,,,,,floating,,,,TWPA,global flux,,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_103623.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180126.png,255,78,,,,,Si,Dolan JJ Array,One,,
2024/08/27,[Randeria 2024] Q6,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.2,1.39,0.3,,,,half-flux,,235.6,96.3,109.1,,grounded,,,,,,,2D,4.5,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.6,139,,Si,Dolan JJ Array,Zero,0.15,
2024/08/27,[Randeria 2024] Q5,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.13,1.37,0.28,,,,half-flux,,126.4,3.87,90.14,,grounded,,,,,,,2D,3.3,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.45,103,,Si,Dolan JJ Array,Zero,0.15,
2024/08/27,[Randeria 2024] Q4,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.315,1.43,0.27,,,,half-flux,,165,2.15,67.97,,grounded,,,,,,,2D,3.45,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.43,99,,Si,Dolan JJ Array,Zero,0.15,
2024/08/27,[Randeria 2024] Q3,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.1,1.45,0.26,,,,half-flux,,579.1,0.76,119,,grounded,,,,,,,2D,3.5,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.41,95,,Si,Dolan JJ Array,Zero,0.15,
2024/08/27,[Randeria 2024] Q2,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.165,1.38,0.26,,,,half-flux,,885.9,0.31,59.9,,grounded,,,,,,,2D,3.3,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.39,89,,Si,Dolan JJ Array,Zero,0.15,
2024/08/27,[Randeria 2024] Q1,10.1103/PRXQuantum.5.030341,Published,LL,"Tphi is reported, we combine it with T1 to get t2",3.22,1.41,0.25,,,,half-flux,,56.5,0.21,19.45,,grounded,,,,,,,2D,3.35,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_102041.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213310.png,166,76,,0.37,85,,Si,Dolan JJ Array,Zero,0.15,
2024/08/22,[Rajabzadeh 2024] JL2,10.48550/arXiv.2408.12704,Theory Params,,,4.26,2.4,0.0893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/22,[Rajabzadeh 2024] JL1,10.48550/arXiv.2408.12704,Theory Params,,,6.86,1.98,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/03,[Wang 2024b] B,10.1103/PhysRevLett.132.230601,Published,Alibaba,,4.275,1.524,0.693,6.686,,77,half-flux,,30.5,,17.5,,,,,,None,"charge drive, on-chip flux",Ion-Mill During JJ,2D,,NbTiN,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_221944.png,,,,,,,,Sapphire,Dolan JJ Array,Zero,,
2024/06/03,[Wang 2024b] A,10.1103/PhysRevLett.132.230601,Published,Alibaba,,4.164,1.531,0.685,6.504,,56,half-flux,,35.6,,34.9,,,,,,None,"charge drive, on-chip flux",Ion-Mill During JJ,2D,,NbTiN,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_221944.png,,,,,,,,Sapphire,Dolan JJ Array,Zero,,
2024/05/08,[Wang 2024] B,10.48550/arXiv.2405.05481,arXiv,Alibaba,,2.836,1.358,0.573,,,,half-flux,,59,,95,,floating,,,,None,"charge drive, on-chip flux",None,2D,1.54,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] C,10.48550/arXiv.2405.05481,arXiv,Alibaba,,6.654,1.263,1.406,,,,half-flux,,76,,15,,floating,,,,None,"charge drive, on-chip flux",None,2D,1.86,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] D,10.48550/arXiv.2405.05481,arXiv,Alibaba,,4.175,1.31,0.572,,,,half-flux,,129,,217,,floating,,,,None,"charge drive, on-chip flux",None,2D,2.57,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] E,10.48550/arXiv.2405.05481,arXiv,Alibaba,,4.168,1.317,0.552,,,,half-flux,,413,,345,,floating,,,,None,"charge drive, on-chip flux",None,2D,2.35,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] F,10.48550/arXiv.2405.05481,arXiv,Alibaba,,7.604,1.205,1.497,,,,half-flux,,204,,111,,floating,,,,None,"charge drive, on-chip flux",None,2D,1.42,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] G,10.48550/arXiv.2405.05481,arXiv,Alibaba,,5.315,1.212,0.547,6.69,2.19,,half-flux,0.223,1070,,943,,floating,,,,None,"charge drive, on-chip flux",None,2D,2.43,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] H,10.48550/arXiv.2405.05481,arXiv,Alibaba,,7.072,1.441,0.535,,,,half-flux,,873,,355,,floating,,,,None,"charge drive, on-chip flux",None,2D,,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_A,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",3.716,1.403,0.57,,,,half-flux,,60,,96,,floating,,,,None,"charge drive, on-chip flux",None,2D,8.14,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_B,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",3.792,1.391,0.583,,,,half-flux,,107,,122,,floating,,,,None,"charge drive, on-chip flux",None,2D,4.07,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_C,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",3.877,1.391,0.603,,,,half-flux,,129,,167,,floating,,,,None,"charge drive, on-chip flux",None,2D,3.72,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_D,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",3.938,1.384,0.591,,,,half-flux,,112,,196,,floating,,,,None,"charge drive, on-chip flux",None,2D,4.85,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_E,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",3.949,1.385,0.574,,,,half-flux,,209,,99,,floating,,,,None,"charge drive, on-chip flux",None,2D,5.09,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] S_F,10.48550/arXiv.2405.05481,arXiv,Alibaba,"Higher perimeter, Manhattan style (still ex-situ junctions though). Counted nJJ",4.274,1.37,0.598,,,,half-flux,,138,,166,,floating,,,,None,"charge drive, on-chip flux",None,2D,4.88,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_100457.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180505.png,1594,244,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152946.png,0.86,98,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/08,[Wang 2024] A,10.48550/arXiv.2405.05481,arXiv,Alibaba,,2.758,1.369,0.585,,,,half-flux,,72,,98,,floating,,,,None,"charge drive, on-chip flux",None,2D,2.06,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_101819.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180620.png,205,79,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_153053.png,0.7,100,,Sapphire,Ex-situ JJ Array,Zero,,
2024/05/02,[Zhang 2024] B,10.1103/PRXQuantum.5.020326,Published,SchusterLab (Chicago),Some of the parameters between qA and qB are likely switched,4.88,0.905,0.286,7.241,1.1,,half-flux,0.7,300,200,300,0.95,grounded,,,18.2,None,on-chip flux,None,2D,,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_162243.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_171752.png,467,191,,,222,,Sapphire,Manhattan JJ Array,One,,
2024/05/02,[Zhang 2024] A,10.1103/PRXQuantum.5.020326,Published,SchusterLab (Chicago),Some of the parameters between qA and qB are likely switched,5.65,0.95,0.292,6.9857,1.1,,half-flux,0.7,180,150,250,0.93,grounded,,,10.4,None,on-chip flux,None,2D,,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_162243.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_171752.png,467,191,,,222,,Sapphire,Manhattan JJ Array,One,,
2024/02/29,[Kalacheva 2024] VIII,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,14,0.32,12.2,7.779,,,0-flux,,14.83,12.28,13.32,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,,,,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] VII,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,8.61,0.47,8.11,7.688,,,0-flux,,19.18,6.59,12.73,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,,,,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] VI,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,5.9,0.7,14.65,7.608,,,0-flux,,20.39,13.98,18.25,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] V,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,2.44,1.8,9.07,7.495,,,0-flux,,8.61,9.69,14.87,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] IV,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,2.92,1.95,8.4,7.433,,,0-flux,,8.95,7.8,8.05,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] III,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,4,1.5,7.4,7.341,,,0-flux,,19.45,11.63,,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] II,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,6,1.1,8.75,7.284,,,0-flux,,17.56,17.3,20.84,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/29,[Kalacheva 2024] I,10.1103/PhysRevApplied.21.024058,Published,MISIS,Coherence at 0 flux,5.01,0.99,7.78,7.185,,,0-flux,,17.92,11.45,7.92,,grounded,,,,None,on-chip flux,Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_100906.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_211143.png,246,264,,,,Kinemon,Si,Al,Zero,,
2024/02/21,[Vrajitoarea 2024],10.48550/arXiv.2209.14972,arXiv,Princeton,"tunable Ej junctions, coupled to many other resonators for photonic crystal",8.17,3.3,5.55,,,,,,,,,,floating,,,,None,on-chip flux,None,Antenna,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_095822.png,,,,,,38,,Sapphire,Dolan JJ Array,Zero,,
2024/02/08,[Ma 2024] B,10.1103/PhysRevLett.132.060602,Published,Alibaba,Double exponential for T1,2.68,1.24,0.45,,,,half-flux,,65.1,33.2,,,floating,,,,,"charge drive, on-chip flux",,2D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_094636.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213149.png,4222,765,,,,,,,One,,
2024/02/08,[Ma 2024] A,10.1103/PhysRevLett.132.060602,Published,Alibaba,Double exponential for T1,2.89,1.61,0.45,,,,half-flux,,57.8,39,,,floating,,,,,"charge drive, on-chip flux",,2D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_094636.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_213149.png,4222,765,,,,,,,One,,
2024/02/07,[Somoroff 2024] 4,10.1103/PhysRevApplied.21.024015,Published,SEEQC,,2.36,0.89,1.14,6.1391,0.269,85,half-flux,0.63,33.6,,23.2,,floating,,,,None,on-chip flux,Ion-Mill During JJ,2D,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_093852.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210606.png,98,63,,,,,Si,Dolan JJ Array,Zero,,2
2024/02/07,[Somoroff 2024] 3,10.1103/PhysRevApplied.21.024015,Published,SEEQC,,2.5,0.89,1.14,6.4493,0.391,86,half-flux,1.39,55.1,,27.5,,floating,,,,None,on-chip flux,Ion-Mill During JJ,2D,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_093852.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210606.png,98,63,,,,,Si,Dolan JJ Array,Zero,,1.6
2024/01/24,[Najera-Santos 2024],10.1103/PhysRevX.14.011007,Published,Sorbonne,"Readout fidelity averaged between the prep g meas g and prep e meas e probabilities. Unable to find chi/g, probably weakly coupled.",5.178,0.4144,0.18,5.64,2.4,,half-flux,,34,39.7,,0.896,grounded,,,0.6,JTWPA,"charge drive, on-chip flux",None,2D,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_163734.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_174537.png,1040,437,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152807.png,0.39,360,,Si,Dolan JJ Array,Zero,,
2023/12/13,[Lee 2023],10.1103/PRXQuantum.4.040342,Published,LINQS,Fluxonium coupled to LN mechanics as well,2.6349,0.8016,0.7966,4.91972,1.2,0,half-flux,,3.57,0.33,1.35,,floating,,,,TWPA,"charge drive, on-chip flux",,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_092646.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_092852.png",Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210504.png,1254,210,,,,,Si,Dolan JJ Array,Zero,,
